KGun_ID,Kuni_ID,M17G_ID,Ken_Nm,Kuni_Nm,Gun_Nm,MeijiYear,Notes,RSI_19Sep07,RSIX19Sep07,RSI_11Sep07,RSIX11Sept07,RSI_9Jun07,RSIX9Jun07,CPZ,Hi_LUH,Sum_Pop,URC,Pct_class,Size_class,Pct_Urb,AreaGIS,Calc_Pop,JPT_ID,G277,G278,G001_cho,G001_km2,G002_cho,G282_km2,G1_G2,Missing,G4_G5,G004_cho,G005_cho,G006_cho,G007_yen,G009_cho,G010_yen,G137,G402_cho,G405_cho,G016_cho,G016_km2,G408_cho,G398,G399,G021,g021P,g015R,g21_g305,G347,G026,G032,G033,G034,G035,G036,G037,G038,G039,G301,G302,G303,G304,G305,G306,G316,G318,G319,G320,G321,G322,G323,G336,G337,G040,G041,G338,G339,G340,G341,G029,G030,G031,G348,G283,G284,G285,g303_g285,G286,G525,G523,G042,G043,G044,G045,G046,G047,G324,G325,G326,G360,G361,G362,G054,G055,G056,G057,G063,G064,G065,g41,g42,G077,G078,G085,G086,G090,G092,G095,G099,G100,G751,G752,G108,g56,g57,G111,G112,G119,g60a,g60b,G120,G121,G122,G123,G124,G359,G125,g287,G126,G329,g288,G127,G130,G131,G128,G134,G135,G133,G307,G308,G309,G141,G142,G145,G152,G153,G310,G158,G159,G160,G1080,G313,G334,G335,G161,G162,g85,g86,g87,g88,G203,G206,G260,G263,G114,g94,g95,g96,g97,g94_97,g94_sum,g94_,g94r,g94c,g94k,g95conv,g95_hash,g95r,g95c,g95k,g96conv,g96_hash,g96r,g96c,g96k,g97conv,g97_hash,g97r,g97c,g97k,g98a,g99b
3908,39,8,Kyoto,Yamashiro,Otokuni,M21,,113.9697625,1,104.8217031,2,107.0020464,2,2,,,8,,6,0,98,,,52,25793,5622.4,55.774208,653.6,98.164,6276,9898.558032,6276,2675,3601,2121.6,1166657,553.4,101819,1268476,756.5,351.1,185,1.8352,669.3,2860,6091,3507,9.076703735,31832,-46,3553,10,65,3,92,159,3407,78,6134,9048,68,251,3485,15182,3553,15433,18986,319,18667,157,162,9541,9126,9698,9288,0,0,0,9698,9288,18986,19019,,,31832,9698,9288,18986,0.99372683205,3507,5.413743941,104.414298,428,,,573,,,145,,,,,1001,,,241,246,358,0,109,,,,,,,,,,,,,,,,,63,1147,446,,,8,76,69,60,112,317,147,14.9749399,123,270,275.0499165,3574,1016,587,1603,,,,,,,39962,35666,29119,1585,679,2264,1795,3598,7500,9299,12893,1289,2264,16,15,18,14,22,23,0,0,14,6496,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0
3951,39,51,Kyoto,Yamashiro,Kyoto fu,M21,,,,,,,,,,,,,,,,,,,,1739.3,17.253856,1158.2,,2897.5,,,337.2,2556.3,91.8748,85407.426,245.3252,87768.669,173176.095,122.626,91.338,1088.5014,10.79793389,2250.058,,,55317,,,,,76,1926,129,2204,4023,57727,10015,61298,113956,2055,6227,67742,175254,69797,181481,251278,8282,242996,4130,4152,119025,123971,123155,128123,4,2,6,123159,128125,251284,0,,,,,,,,,,,36787,,,12683,,,,,,0,0,49470,1361,"0 (not a typo, at least that is what the tokeisho says)",79,"0 (not a typo, at least that is what the tokeisho says)",58,40,153.9309,,,173176095,,,,GET,GET,GET,GET,GET,,GET,11,,,5249,7693,6604,,,345,925,1414,1530,1435,3660,269,,891,1160,,48301,13796,11398,25194,,,,,,,335532.433,34496.814,339,529,185,,,,,,,,,3,6,2086,1427,3016,29,40,0,301,643916.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,40,1,Nara,Yamato,Sofunokami (incl Nara),M19,,109.9601572,1,113.6435362,1,115.6700043,1,1,4,25840,3,1,1,43.62727718,202,25840,40011,145,58445,14487.1224,143.7122542,240.8716,202.159,14727.994,20385.0963,14487.1225,5108.1615,9378.961,4099.47,2531398,1008.6915,229127,2760525,820.71,508.44,454.4102,4.507749184,760,5562.5717,14273.5838,11882,5.995286989,71236,-2663,14545,44,302,19,283,542,12612,1612,15549,27284,321,825,14224,42833,14545,43658,58203,1146,57057,585,561,28161,28896,28746,29457,0,0,0,28746,29457,58203,59229,29324,29905,71236,29324,29905,59229,1.1971048645,11882,4.984766874,98.05718107,1280,723,557,2765,1639,1126,1485,916,569,2362,1683,4045,1748,927,2763,2454,530,177,899.4,,,89807,6891,10753,1557,26,25,21,1.8,1.35,19,9,242,0023,0075,403,1184,,916,,65,309,236,153,153,,569,28.14616218,193,762,376.9310295,10509,4261,3554,7815,274,108,382,4535,3662,8197,143762.62,83539.924,63283.56,4635,2626,7261,2402,2916,1354,2812,6672,7284,7261,15,26,32,3,5,7,0,0,90,24850,1,0,0,484.75,0,2908.5,484.75,,,0,,0,,,0,,484.75,,,17451,,0,,,0,,0,1
4002,40,2,Nara,Yamato,Sofunoshimo,M19,,116.0203049,1,114.8165958,1,114.3855461,1,1,6,10366,4,2,3,26.21781577,103,10366,40021,70,40322,5236.6718,51.94778426,405.4721,102.903,5642.1439,10376.42432,5236.6718,3602.1814,1634.4904,3080.88,2003995,521.3014,188280,2192275,826.73,504.47,324.401,3.21805792,760,3926.5824,5317.7429,7437,14.72677155,109523,-2181,9618,32,1258,88,1398,2517,7502,770,9987,16788,1346,3915,8272,26775,9618,30690,40308,5261,35047,2656,2605,17489,17558,20145,20163,0,0,0,20145,20163,40308,39538,19691,19847,109523,19691,19847,39538,1.1122764556,7437,5.316391018,99.213987,1181,642,539,545,266,279,-636,-376,-260,908,818,1726,942,471,3914,2486,1002,3,410.1,,,56670,3582,4214,2950,25,30,35,1.9,1.15,25,15,,,,351,287,,603,,76,162,183,91,91,,275,26.72419657,200,475,461.599759,7452,2946,2368,5314,86,81,167,3032,2449,5481,80508.288,61310.495,50101.29,3241,1452,4693,1672,1882,1450,2391,5004,4925,4693,14,24,,,,,0,0,27,8854,0,0,0,283.4166667,99.88888889,2199.944445,383.3055556,,,0,,0,,,0,,283.4166667,,,10203,0,99.88888889,,,3596,0,0,0
4003,40,3,Nara,Yamato,Heguri,M19,,113.6345421,1,106.9945348,2,107.5612462,2,1,7,4385,5,3,4,15.67919334,93,4385,40031,80,31168,4674.0915,46.36698768,170.44,92.697,4844.5315,9347.282444,4674.0845,2726.9024,1947.1821,2328.952,1538536,397.9504,153819,1692355,862.75,504.44,175.3315,1.73928848,960,2902.2339,4669.2,5594,14.43171255,80731,-303,5897,22,28,3,20,35,5545,321,8677,13962,31,55,5866,22639,5897,22694,28591,86,28505,48,38,14222,14283,14270,14321,0,0,0,14270,14321,28591,27967,13909,14058,80731,13909,14058,27967,1.0486235252,5594,4.999463711,98.94010528,397,234,163,242,141,101,-155,-93,-62,375,264,639,517,325,1403,1265,961,6,195,,,78782,3747,13728,4050,30,30,25,4,2.5,10,4,,,,138,394,,474,,36,121,119,99,99,,226,24.38050854,179,405,436.9073433,5145,2018,1283,3301,,,,,,,56472.493,47168.208,38465.65,2718,1099,3817,1285,1670,1627,2462,4582,2080,3817,36,35,,,,,0,0,16,3452,54,0,0,193.5277778,110.0277778,1711.305556,303.5555556,,,0,,0,,,0,,193.5277778,,,6967,0,110.0277778,,,3961,0,0,54
4004,40,4,Nara,Yamato,Yamabe,M19,,106.344618,2,103.0300185,2,105.2988842,2,2,7,2576,7,5,5,6.813913504,193,2576,40041,151,49021,11933.47,118.3800224,163.7108,193.468,12097.1808,19508.7224,11933.463,4582.621,7350.842,3566.612,2041127,1016.009,235066,2276193,886.12,514.47,283.7627,2.814925984,760,4866.3837,11813.4181,7413,7.685147713,56970,-653,8066,47,43,4,38,76,7709,310,11223,18533,47,114,8019,29756,8066,29870,37936,161,37775,81,80,18932,18843,19013,18923,0,0,0,19013,18923,37936,37805,18914,18891,56970,18914,18891,37805,1.08174828,7413,5.099824632,100.1217511,429,255,174,556,311,245,127,56,71,566,419,985,1659,797,2769,1931,455,172,60.4,,,118639,9736,11386,5993,25,35,20,2.7,1.1,15,10,,,,178,469,,446,,45,140,125,68,68,,478,24.70692828,107,585,302.3755867,7585,3140,2161,5301,,,,,,,76906.919,62871.689,51028.08,4527,1664,6191,3187,1943,1110,2081.5,6240,1875,6191,54,65,,,,,0,,36,5702,0,0,0,165.2222222,0,991.3333332,165.2222222,,,0,,0,,,0,,165.2222222,,,5948,0,0,,,0,,0,0
4005,40,5,Nara,Yamato,Shikinokami,M19,,109.1995559,1,112.5595839,1,116.312809,1,1,6,10935,3,1,3,47.61179083,67,10935,40051,55,22574,3500.1805,34.72179056,27.8621,67.004,3528.0426,6756.478774,3500.1736,1720.4109,1779.7627,1330.562,936625,389.8489,120797,1057422,920.85,500.43,133.5027,1.324346784,840,1853.9136,3394.5399,4465,26.85464726,119906,-715,5180,18,173,9,209,310,4546,452,6512,10563,182,519,4998,17075,5180,17594,22774,701,22073,382,319,11058,11015,11440,11334,0,0,0,11440,11334,22774,22967,11522,11445,119906,11522,11445,22967,1.1193729003,4465,5.143784994,100.6727829,872,539,333,762,481,281,-110,-58,-52,1020,614,1634,287,354,1890,1901,119,34,95.2,,,32243,7528,3254,2855,35,40,35,,,25,10,,,,186,323,,301,,30,75,100,48,48,,207,30.89367799,43,250,373.112053,4389,1720,1480,3200,,,,,,,38283.816,30269.058,23413.41,1579,1307,2886,918,1138,508,1077,2564,2294,2886,23,26,,,,,0,,35,5964,0,0,0,374.8055556,0,2248.833334,374.8055556,,,0,,0,,,0,,374.8055556,,,13493,0,0,,,0,,0,0
4006,40,6,Nara,Yamato,Shikinoshimo,M19,,120.5356825,1,123.0909958,1,118.4539212,1,1,,,8,,6,0,24,,,47,27968,1811.2905,17.96800176,55.7801,24.261,1867.0706,2446.405163,1811.2835,1689.542,121.7415,1426.922,1089607,262.62,123873,1213480,862.75,520.46,115.9319,1.150044448,645.01,1805.4739,1751.1387,3125,29.87072,93346,-829,3954,13,10,0,7,11,3736,208,4811,8436,10,18,3944,13247,3954,13265,17219,28,17191,17,11,8547,8644,8564,8655,1,0,1,8565,8655,17220,16842,8348,8494,93346,8348,8494,16842,1.26208,3125,5.38944,98.28113963,456,252,204,334,200,134,-122,-52,-70,452,338,790,6,3,1805,2096,51,0,1.6,,,24331,110,3263,1906,35,40,35,,,25,10,,,,55,296,,235,,14,60,81,40,40,,103,42.45496888,67,170,700.7130786,4055,1245,858,2103,34,20,54,1279,878,2157,35589.523,32590.617,27240.7,1618,1793,3411,1171,1048,672,1196,2891,543,3411,71,297,,,,,0,,15,4318,0,0,0,39.36111111,0,236.1666667,39.36111111,,,0,,0,,,0,,39.36111111,,,1417,0,0,,,0,,0,0
4007,40,7,Nara,Yamato,Hirose,M19,,117.3913369,1,111.142512,1,108.6995286,1,1,,,8,,6,0,30,,,35,18559,1856.8906,18.42035475,74.3707,30.345,1931.2613,3059.897146,1856.8836,1561.7028,295.1808,1182.64,807944,379.0628,140727,948671,784.69,520.46,101.1222,1.003132224,605.01,1662.825,1830.1391,2952,14.53285908,42901,-200,3152,7,2,0,3,7,2993,157,4934,7784,2,10,3150,12718,3152,12728,15880,12,15868,5,7,7927,7941,7932,7948,0,0,0,7932,7948,15880,15835,7902,7933,42901,7902,7933,15835,1.0670731707,2952,5.364159892,99.60922728,147,85,62,159,82,77,12,-3,15,167,139,306,238,142,1330,842,122,4,1.6,,,2032,,1263,1132,25,35,25,2.5,1.9,13,8,,,,30,195,,248,,33,103,58,27,27,,100,32.95435821,72,172,566.8149613,2882,1105,574,1679,5,84,89,1110,658,1768,27097.877,25760.695,20203.4,1634,604,2238,698,814,1090,1497,2602,914,2238,33,31,,,,,0,,19,4487,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,0,,0,0
4008,40,8,Nara,Yamato,Tôchi,M19,,119.1374426,1,121.7867153,1,123.0492321,1,1,6,7893,5,2,4,26.50792585,56,7893,40081,84,37400,3703.1524,36.73527181,64.5321,56.01,3767.6845,5647.877382,3703.1524,2400.4206,1302.7318,2098.06,1636182,302.3606,109780,1745962,904.79,488.44,187.0916,1.855948672,999.99,2587.5122,3580.5929,6054,12.83680211,77714,-485,6539,20,81,6,88,154,5958,494,8795,14151,87,242,6452,22946,6539,23188,29727,329,29398,169,160,14753,14645,14922,14805,0,0,0,14922,14805,29727,29776,14962,14814,77714,14962,14814,29776,1.0657416584,6054,4.918401057,100.9990549,838,480,358,548,313,235,-290,-167,-123,793,593,1386,228,193,2487,2368,50,3,39.1,,,38535,14576,6979,8006,35,40,35,,,25,10,,,,152,1329,,518,,76,144,124,87,87,,231,41.24263524,76,307,548.1164078,3832,2740,985,3725,250,103,353,2990,1088,4078,57981.914,48317.137,40904.81,2847,1117,3964,1939,1243,973,1594.5,4155,2575,3964,6,8,,,,,0,,49,6051,0,0,0,174.7222222,0,1048.333333,174.7222222,,,0,,0,,,0,,174.7222222,,,6290,0,0,,,0,,0,0
4009,40,9,Nara,Yamato,Kazurakinokami,M19,,103.129926,2,101.0867735,2,103.1125695,2,2,6,4389,5,2,4,19.02223378,67,4389,40091,71,24578,3902.4901,38.71270179,56.9016,66.955,3959.3917,6751.537763,3902.4831,1767.5011,2134.982,1542.731,1021925,224.7701,72559,1094484,742.65,464.42,128.1502,1.271249984,920,1895.6513,3831.2415,4419,20.34374293,89899,-773,5192,14,37,2,45,91,4833,320,6455,11101,39,136,5153,17556,5192,17692,22884,175,22709,82,93,11288,11421,11370,11514,0,0,0,11370,11514,22884,23073,11566,11507,89899,11566,11507,23073,1.1661009278,4419,5.22131704,100.5127314,408,246,162,267,153,114,-141,-93,-48,399,276,675,759,644,535,629,478,1,181.2,,,24253,7082,5160,2957,32,35,32,2.7,1.5,15,10,,,,0,111,,406,,28,175,63,70,70,,136,20.31214995,65,201,300.201628,4750,1625,973,2598,153,83,236,1778,1056,2834,40171.429,31376.356,25547.89,2795,891,3686,918,1031,928,1443.5,2877,1506,3686,47,26,,,,,0,,14,830,0,0,0,159.1388889,0,954.8333334,159.1388889,,,0,,0,,,0,,159.1388889,,,5729,0,0,,,0,,0,0
4010,40,10,Nara,Yamato,Kazurakinoshimo,M19,,123.1552892,1,130.7932773,1,130.2684701,1,1,6,3925,7,5,5,9.626940718,63,3925,40101,84,42448,5069.3413,50.2878657,256.7624,62.712,5326.1037,6323.686599,5069.3343,3447.5429,1621.7914,2884.1,2017014,563.4429,214137,2231151,838.73,496.33,245.9914,2.440234688,883.28,3693.5343,5080.1123,7908,7.317147193,57864,-708,8616,93,28,3,31,39,7996,589,12029,19713,31,70,8585,31742,8616,31812,40428,101,40327,59,42,20025,20302,20084,20344,0,1,1,20084,20345,40429,40771,20472,20299,57864,20472,20299,40771,1.0856095094,7908,5.155665149,100.8522587,530,323,207,441,242,199,-89,-81,-8,565,406,971,13,85,1790,2157,515,3,10.3,,,25234,1403,2789,1891,32,35,30,2.7,1.5,15,10,,,,2,227,,762,,33,310,151,134,134,,201,32.05128205,177,378,602.7554535,7342,2501,1729,4230,274,74,348,2775,1803,4578,74793.076,61153.613,50428.17,3516,1592,5108,1785,1852,1769,2695,5406,3508,5108,354,115,,,,,0,,25,3770,0,0,0,409.5509259,3.333333333,2473.972222,412.8842592,,,0,,0,,,0,,409.5509259,,,14743,50,3.333333333,,,120,,0,0
4011,40,11,Nara,Yamato,Takaichi,M19,,113.1391674,1,111.1764316,1,109.6593902,1,1,6,6066,5,3,4,14.66811752,69,6066,40112,114,41672,4771.4412,47.3326967,93.4517,69.482,4864.8929,7006.352728,4771.4342,3250.6527,1520.7815,2609.82,1791596,640.8327,234319,2025915,876.76,500.5,233.1209,2.312559328,959.98,3483.7736,4631.772,7392,8.346049784,61694,-1246,8638,22,359,12,607,967,7684,583,11875,18950,371,1574,8267,30825,8638,32399,41037,1945,39092,966,979,19559,19533,20525,20512,2,1,3,20527,20513,41040,41355,20617,20738,61694,20617,20738,41355,1.1183712121,7392,5.594561688,99.41653004,747,426,321,741,443,298,-6,17,-23,869,619,1488,574,709,1815,2453,465,15,893.8,,,54207,8673,8050,6466,32,35,30,2.6,1.5,15,10,,,,5,198,,686,,37,277,114,129,129,,184,26.48167871,159,343,493.6530324,7446,2328,1638,3966,349,172,521,2677,1810,4487,74831.338,56368.307,44789.59,3631,1821,5452,1218,2577,1895,3183.5,5690,3186,5452,75,75,,,,,0,,51,12633,0,0,0,225.3888889,0,1352.333333,225.3888889,,,0,,0,,,0,,225.3888889,,,8113,60,0,,,0,,0,0
4012,40,12,Nara,Yamato,Oshimi,M19,,119.9193333,1,98.9193377,3,99.52302747,3,2,,,8,,6,0,19,,,22,5577,646.9511,6.417754912,14.6618,18.839,661.6129,1899.667238,646.9441,455.3329,191.6112,405.941,280206,49.3919,16064,296270,736.64,484.42,26.3309,0.261202528,555,481.6638,635.282,591,199.7732657,118066,-118,709,1,4,0,4,7,666,39,1049,1587,4,11,705,2636,709,2647,3356,15,3341,8,7,1715,1626,1723,1633,0,0,0,1723,1633,3356,3035,1541,1494,118066,1541,1494,3035,1.192893401,591,5.13536379,103.145917,22,14,8,34,24,10,12,10,2,38,18,56,48,46,351,251,83,0,0.1,,,5952,336,232,243,32,35,32,2.7,1.5,15,10,,,,0,13,,55,,1,22,7,6,19,,57,30.25638304,22,79,419.3428526,534,168,135,303,19,22,41,187,157,344,8100.942,8013.449,7005.146,376,81,457,139,129,148,212.5,416,252,457,,,,,,,0,,2,881,0,0,0,31.25,0,187.5,31.25,,,0,,0,,,0,,31.25,,,1125,0,0,,,0,,0,0
4013,40,13,Nara,Yamato,Uda,M19,,93.95360748,4,93.76160734,4,96.79932217,3,3,,,8,,6,0,365,,,124,33906,19883.1203,197.2405534,37.4028,365.347,19920.5231,36840.47595,19883.12,3390.65,16492.47,2132.88,959048,1257.77,298672,1257720,658.58,368.33,171.7417,1.703677664,709.88,3562.3917,19748.7814,6042,19.52565376,117974,-237,6279,48,6,0,6,11,5934,339,9664,14908,6,17,6273,24572,6279,24589,30868,23,30845,12,11,15598,15247,15610,15258,0,0,0,15610,15258,30868,30904,15597,15307,117974,15597,15307,30904,1.0382323734,6042,5.114862628,101.894558,616,375,241,857,538,319,241,163,78,913,560,1473,4271,3780,2908,2630,1105,55,699.9,,,41854,15288,4621,5289,32,40,35,,,22,9,,,,36,461,,432,,53,165,98,58,58,,291,7.965030505,91,382,104.5581324,6435,2278,1743,4021,,,,,,,42735.721,35795.634,23973.43,4301,1147,5448,1427,2474,993,2230,4894,831,5448,352,300,,,,,0,0,13,3500,0,0,0,99.80555556,0,598.8333334,99.80555556,,,0,,0,,,0,,99.80555556,,,3593,0,0,,,0,,0,0
4014,40,14,Nara,Yamato,Uchi,M19,,105.8825385,2,101.9210728,2,101.6034889,2,2,6,7270,5,2,4,34.63059115,92,7270,40141,63,18229,5861.3014,58.14410989,103.6527,91.807,5964.9541,9257.537562,5861.2944,1832.962,4028.3324,1518.782,849879,314.18,52604,902483,682.6,332.4,110.9925,1.1010456,1000,1943.9545,5853.9616,4519,25.98517371,117427,-118,4637,18,12,1,12,20,4257,367,6020,10098,13,32,4624,16118,4637,16150,20787,45,20742,24,21,10277,10465,10301,10486,1,0,1,10302,10486,20788,20993,10426,10567,117427,10426,10567,20993,1.023235229,4519,4.645496791,98.66565723,173,118,55,367,222,145,194,104,90,340,200,540,174,248,340,483,660,0,91.4,,,21400,3236,4562,2015,27,25,26,1.9,1,19.9,109,,,,0,110,,294,,11,35,83,26,139,,287,31.2612328,91,378,411.7333101,3682,1208,652,1860,,,,,,,36540.721,25444.991,21251.83,2541,662,3203,487,854,872,1299,2213,1434,3203,27,63,,,,,0,,17,10270,71,0,0,206.8796296,41.22222222,1447.388889,248.1018518,,,0,,0,,,0,,206.8796296,,,7447,40,41.22222222,,,1484,0,0,71
4015,40,15,Nara,Yamato,Yoshino,M19,,84.92232465,5,87.15507176,5,89.72553684,5,5,6,7707,7,5,4,9.503668537,2222,7707,40151,229,45538,92589.5,918.48784,39.2308,2221.54,92628.7308,224013.3105,92589.4928,4534.7018,88054.791,1697.942,596137,2836.7598,397621,993758,929.98,320.28,356.6205,3.53767536,800,4891.3223,92272.1103,15602,1.978464299,30868,-894,16496,164,2233,33,3872,6005,13629,601,21842,33172,2266,9877,14230,55014,16496,64891,81387,12143,69244,6105,6038,35471,33773,41576,39811,0,0,0,41576,39811,81387,81095,41273,39822,30868,41273,39822,81095,0.91206255608,15602,5.19773106,103.6437145,1010,587,423,1753,1147,606,743,560,183,1734,1029,2763,5882,6953,2965,4211,2286,0,1339.9,,,35809,102385,5289,5321,27,25,26,1.9,1,19.9,109,,,,0,88,,1396,,20,343,271,111,651,,644,2.898889959,273,917,41.27767225,15947,5590,2446,8036,,,,,,,45470.401,32783.057,14907.43,7246,6721,13967,7795,2191,630,1725.5,10616,2529,13967,1192,1052,05,04,07,05,305,,29,6355,68,0,0,611.25,11.72222222,3726.111111,622.9722222,,,0,,0,,,0,,611.25,,,22005,0,11.72222222,,,422,0,0,68
4101,41,1,Osaka,Kawachi,Katano,M20,,109.6589138,1,110.0118732,1,109.6614302,1,1,,,8,,6,0,70,,,39,24075,6516.0016,64.63873587,262.7229,70.095,6778.7245,7068.165776,6778.7315,4140.7601,2637.9714,3121.52,2151274,1019.2401,261708,2412982,913.8,484.5,246.9826,2.450067392,710,4387.7427,6531.7419,5172,21.79350348,112716,-234,5406,17,10,1,0,6,5063,332,6422,12046,11,6,5395,18468,5406,18474,23880,17,23863,10,7,11485,12378,11495,12385,0,0,0,11495,12385,23880,24869,12326,12543,112716,12326,12543,24869,1.0431167827,5172,4.808391338,98.26995137,197,109,88,259,141,118,62,32,30,250,206,456,11423,8159,1155,1650,1363,0,41.0024,,,98080,1503,12689,5942,27,315,27,3.03,2.42,12,76,,,,61,462,486,,,4,94,91,50,76,345,50,7.133176403,105,155,221.1284685,4013,1564,980,2544,,,,,,,77669,70046,46508,3401,1448,4849,1839,1943,1067,2038.5,4849,557,4849,,,,,,,0,,19,3329,.,442,3912,4305,7091,92205,15750,442,,,,3912,3912,,,,4305,4305,,,,7091,7091,,,,0,140
4102,41,2,Osaka,Kawachi,Sarara,M20,,110.4560158,1,111.0108015,1,110.395266,1,1,,,8,,6,0,27,,,35,15370,3142.8824,31.17739341,76.6511,27.499,3219.5335,2772.915196,3219.5335,1754.1021,1465.4314,1486,1179110,268.1021,114281,1293391,998.7,688.5,110.8628,1.099758976,920,1864.9649,3108.6707,3360,12.73928571,42804,-144,3504,8,4,1,8,13,3375,124,4491,7550,5,21,3499,12041,3504,12062,15566,26,15540,12,14,7866,7674,7878,7688,0,0,0,7878,7688,15566,15464,7724,7740,42804,7724,7740,15464,1.0413690476,3360,4.602380952,99.79328165,36,18,18,84,49,35,48,31,17,67,53,120,5064,3165,319,355,582,0,7.0408,,,51481,1469,7330,2908,27,315,27,2.92,2.31,11.8,76,,,,47,205,250,,,5,38,23,55,51,172,36,13.09138514,56,92,334.5576203,2681,877,385,1262,,,,,,,39133,37418,31091,2005,1024,3029,818,757,1454,1832.5,3029,475,3029,,,,,,,0,,6,1829,.,0,0,0,8649,43245,8649,0,,,,0,0,,,,0,0,,,,8649,8649,,,,0,387
4103,41,3,Osaka,Kawachi,Wakae,M20,,115.2197759,1,116.176452,1,118.6080927,1,1,6,4410,6,3,4,13.93761259,41,4410,41031,65,39884,3315.7002,32.89174598,10.6906,40.978,3326.3908,4132.0964,3326.4014,3131.2109,195.1905,1535.083,1239526,1596.1279,1034692,2274218,935,786.3,177.571,1.76150432,1130,3308.7819,3148.8198,5919,25.1958101,149134,-1048,6967,17,17,1,22,36,6515,434,9627,15780,18,58,6949,25407,6967,25465,32432,76,32356,39,37,16142,16214,16181,16251,0,0,0,16181,16251,32432,31641,15703,15938,149134,15703,15938,31641,1.1740158811,5919,5.345666498,98.52553645,351,192,159,410,249,161,59,57,2,441,320,761,1163,557,632,400,347,0,0.7504,,,84987,5,10659,4358,37,45,35,2.58,1.88,15,133,,,,199,408,676,,,42,195,138,94,172,444,53,12.93376934,105,158,385.5727464,6189,1902,1168,3070,,,,,,,64040,62298,32619,3592,1085,4677,1455,2544,7703,8975,11702,2290,4677,,,,,,,0,,32,12723,.,0,0,6404,138,39114,6542,0,,,,0,0,,,,6404,6404,,,,138,138,,,,0,186
4104,41,4,Osaka,Kawachi,Kawachi,M20,,106.4380238,2,112.7744096,1,116.8227313,1,1,,,8,,6,0,27,,,30,16273,2290.5712,22.7224663,53.5223,27.343,2344.0935,2757.184632,2344.0935,1520.7006,823.3929,1060.382,830400,460.3186,298632,1129032,913.8,743.9,106.9611,1.061054112,850,1627.6617,2237.1324,3650,37.43369863,136633,-710,4360,9,5,3,7,10,4089,263,5321,9103,8,17,4352,14424,4360,14441,18801,25,18776,12,13,9410,9366,9422,9379,1,0,1,9423,9379,18802,18406,9161,9245,136633,9161,9245,18406,1.1923287671,3650,5.042739726,99.09140076,90,55,35,110,66,44,20,11,9,121,79,200,1453,852,305,235,333,1,37.6817,,,48047,2196,10224,3176,34,,40,1.2,0.75,19,11,,,,99,313,380,,,21,106,68,66,82,246,8,2.925794536,55,63,230.4063197,3392,1029,713,1742,129,81,,1158,794,,36036,34658,21851,1581,1274,2855,1407,2082,2520,3561,6009,1505,2855,,,,,,,0,,17,5309,.,0,0,1706,2961,25041,4667,0,,,,0,0,,,,1706,1706,,,,2961,2961,,,,0,29
4105,41,5,Osaka,Kawachi,Shibukawa,M20,,122.5800863,1,121.3185203,1,120.2113371,1,1,7,2465,6,3,5,16.76072618,16,2465,41051,34,23035,1740.4811,17.26557251,3.3925,16.154,1743.8736,1628.920036,1743.8736,1656.0712,87.8024,859.3004,686715,796.7708,547446,1234161,913.8,786.3,79.35,0.787152,990,1735.4212,1664.5236,2939,39.5137802,116131,-409,3348,8,3,0,2,7,3163,182,4230,7189,3,9,3345,11419,3348,11428,14776,12,14764,5,7,7393,7371,7398,7378,0,0,0,7398,7378,14776,14707,7326,7381,116131,7326,7381,14707,1.1381422252,2939,5.004083021,99.25484352,106,59,47,120,65,55,14,6,8,124,102,226,,,356,204,225,1,1.3022,,,57411,13,5050,2101,37,30,40,3.7,3,21,14,,,,85,278,325,,,29,100,58,51,69,216,28,17.33316826,53,81,501.423796,2979,889,644,1533,66,48,,955,692,,34185,33688,18233,1514,661,2175,831,1414,1506,2213,3751,1173,2175,,,,,,,0,,12,2417,.,0,0,3053,2463,30633,5516,0,,,,0,0,,,,3053,3053,,,,2463,2463,,,,0,1
4106,41,6,Osaka,Kawachi,Takayasu,M20,,105.8749288,2,108.4555907,1,112.5352077,1,1,,,8,,6,0,13,,,14,5965,1020.45,10.122864,45.4728,12.98,1065.9228,1308.863568,1065.9228,529.9901,535.9327,426.3302,330481,103.6599,65234,395715,1055.4,973.6,41.1729,0.408435168,1000,571.163,1024.7499,1377,20.21713871,27839,-200,1577,5,1,0,2,3,1508,68,2378,3558,1,5,1576,5936,1577,5941,7518,6,7512,3,3,3886,3626,3889,3629,0,0,0,3889,3629,7518,7410,3823,3587,27839,3823,3587,7410,1.1445170661,1377,5.381263617,106.5793142,103,66,37,72,34,38,-31,-32,1,100,75,175,,,59,49,127,1,2.2919,,,12590,1446,2408,1101,30,24,,2.1,1.85,17,10,,,,18,86,159,,,21,57,18,13,44,128,11,8.474576271,31,42,323.5747304,1419,391,247,638,17,5,,408,252,,13329,13114,9871,724,522,1246,367,564,974,1256,1905,331,1246,,,,,,,0,,4,767,.,0,0,0,1753,8765,1753,0,,,,0,0,,,,0,0,,,,1753,1753,,,,0,0
